N_EXPEDIENT,DISTRICTE,BARRI,TIPUS_CARRER,CARRER,TIPUS_NUM,NUM1,LLETRA1,NUM2,LLETRA2,BLOC,PORTAL,ESCALA,PIS,PORTA,LONGITUD_X,LATITUD_Y
02-2014-1626,L'EIXAMPLE,el Fort Pienc,CARRER,SARDENYA,1,217,,,,,,,SA,1,2.17804898,41.39968912
02-2014-1642,L'EIXAMPLE,la Sagrada Família,CARRER,INDUSTRIA,2,116,,,,,,,3,2,2.171824113,41.40746915
02-2014-1644,L'EIXAMPLE,la Sagrada Família,CARRER,INDUSTRIA,2,116,,,,,,,4,1,2.171824113,41.40746915
02-2014-1648,L'EIXAMPLE,la Sagrada Família,CARRER,INDUSTRIA,2,116,,,,,,,4,2,2.171824113,41.40746915
10-2014-0678,SANT MARTI,la Verneda i la Pau,CARRER,CAMP ARRIASSA,1,73,,,,,,,BJ,,2.204214951,41.42346553
07-2014-0267,HORTA-GUINARDÓ,el Carmel,CARRER,PASTEUR,1,25,,,,,,,1,1,2.159490326,41.41772362
04-2014-0298,LES CORTS,la Maternitat i Sant Ramon,AVINGUDA,MADRID,1,99,,101,,,,,1,1,2.12767077,41.37877671
10-2014-0236,SANT MARTI,el Poblenou,CARRER,LLACUNA,1,13,,,,,,,3,3,2.202390369,41.39834233
02-2014-0638,L'EIXAMPLE,el Fort Pienc,CARRER,ALI BEI,1,57,,,,,,,2,1,2.1805303,41.39347913
07-2014-0090,HORTA-GUINARDÓ,Can Baró,CARRER,TENERIFE,1,35,,,,,,,BJ,,2.16465778,41.41592192
07-2014-0091,HORTA-GUINARDÓ,el Guinardó,PASSATGE,FLAUGIER,2,12,,,,,,,1,1,2.177964766,41.41479269
06-2014-0309,GRACIA,la Vila de Gràcia,CARRER,MILA I FONTANALS,1,31,,,,,,,2,2,2.162020337,41.40142132
07-2014-0237,HORTA-GUINARDÓ,el Carmel,CARRER,SANT DALMIR,2,2,,,,,,,BJ,7,2.151492222,41.42318454
07-2014-0238,HORTA-GUINARDÓ,el Carmel,CARRER,SANT DALMIR,2,2,,,,,,,BJ,8,2.151492222,41.42318454
07-2014-0239,HORTA-GUINARDÓ,el Carmel,CARRER,SANT DALMIR,2,2,,,,,,,BJ,9,2.151492222,41.42318454
07-2014-0240,HORTA-GUINARDÓ,el Carmel,CARRER,SANT DALMIR,2,2,,,,,,,BJ,10,2.151492222,41.42318454
07-2014-0241,HORTA-GUINARDÓ,el Carmel,CARRER,SANT DALMIR,2,2,,,,,,,BJ,11,2.151492222,41.42318454
03-2014-0591,SANTS-MONTJUÏC,Sants - Badal,CARRER,BEGUR,1,67,,,,,,,BJ,,2.13091736,41.37292219
03-2014-0592,SANTS-MONTJUÏC,Sants - Badal,CARRER,BEGUR,1,67,,,,,,,3,,2.13091736,41.37292219
02-2014-0482,L'EIXAMPLE,la Nova Esquerra de l'Eixample,CARRER,VILADOMAT,1,261,,,,,,,BJ,1,2.147746176,41.38674983
02-2014-0483,L'EIXAMPLE,la Nova Esquerra de l'Eixample,CARRER,VILADOMAT,1,261,,,,,,,BJ,2,2.147746176,41.38674983
04-2014-0158,LES CORTS,la Maternitat i Sant Ramon,CARRER,CARDENAL REIG,2,4,,,,,,,EN,4,2.114064881,41.37636874
03-2014-0193,SANTS-MONTJUÏC,el Poble Sec,CARRER,MARE DE DEU DEL REMEI,1,31,,37,,,,,EN,9,2.157227946,41.37294049
04-2014-0332,LES CORTS,les Corts,CARRER,REMEI,1,37,,41,,,,,4,4,2.130344811,41.38573338
06-2014-0065,GRACIA,la Vila de Gràcia,CARRER,BELLVER,2,10,,,,,,,2,2,2.153663017,41.40595776
02-2014-1387,L'EIXAMPLE,la Dreta de l'Eixample,AVINGUDA,DIAGONAL,2,372,,,,,,,8,2,2.170505866,41.39952358
02-2014-1388,L'EIXAMPLE,la Sagrada Família,CARRER,PROVENÇA,1,529,,,,,,,2,3,2.179224016,41.40814512
02-2014-1394,L'EIXAMPLE,la Sagrada Família,CARRER,PROVENÇA,1,529,,,,,,,2,2,2.179224016,41.40814512
02-2014-1398,L'EIXAMPLE,la Sagrada Família,CARRER,PROVENÇA,1,529,,,,,,,BJ,,2.179224016,41.40814512
05-2014-0238,SARRIA-SANT GERVASI,Sant Gervasi - Galvany,CARRER,MARIA CUBI,1,55,,,,,,A,3,1,2.14959889,41.39817688
02-2014-1405,L'EIXAMPLE,la Sagrada Família,CARRER,PROVENÇA,1,529,,,,,,,2,1,2.179224016,41.40814512
02-2014-1411,L'EIXAMPLE,la Dreta de l'Eixample,CARRER,AUSIAS MARC,2,24,,,,,,,2,1,2.175427038,41.3910657
02-2014-1413,L'EIXAMPLE,la Sagrada Família,CARRER,PROVENÇA,1,529,,,,,,,1,4,2.179224016,41.40814512
02-2014-1418,L'EIXAMPLE,la Sagrada Família,CARRER,PROVENÇA,1,529,,,,,,,1,3,2.179224016,41.40814512
02-2014-1423,L'EIXAMPLE,la Sagrada Família,CARRER,PROVENÇA,1,529,,,,,,,1,2,2.179224016,41.40814512
02-2014-1426,L'EIXAMPLE,la Dreta de l'Eixample,CARRER,AUSIAS MARC,2,24,,,,,,,2,2B,2.175427038,41.3910657
02-2014-1430,L'EIXAMPLE,la Sagrada Família,CARRER,PROVENÇA,1,529,,,,,,,1,1,2.179224016,41.40814512
10-2014-0218,SANT MARTI,el Poblenou,CARRER,PALLARS,2,320,,,,,,,2,3,2.204545266,41.4061206
02-2014-0842,L'EIXAMPLE,Sant Antoni,CARRER,FLORIDABLANCA,2,90,,,,,,,4,2,2.159315388,41.37896644
02-2014-1404,L'EIXAMPLE,el Fort Pienc,CARRER,MARINA,2,212,,,,,,,5,1,2.179256852,41.40104486
02-2014-1409,L'EIXAMPLE,el Fort Pienc,CARRER,MARINA,2,212,,,,,,,PR,4,2.179256852,41.40104486
02-2014-1417,L'EIXAMPLE,el Fort Pienc,CARRER,MARINA,2,212,,,,,,,8,3,2.179256852,41.40104486
02-2014-1659,L'EIXAMPLE,Sant Antoni,RONDA,SANT PAU,1,13,,,,,,,5,1,2.166779338,41.37571146
03-2014-0474,SANTS-MONTJUÏC,Sants,PASSEIG,SANT ANTONI,1,13,,,,,,,4,2,2.136755778,41.37694952
10-2014-0477,SANT MARTI,Diagonal Mar i el Front Marítim del Poblenou,AVINGUDA,DIAGONAL,2,66,,,,,,,1,1,2.210234347,41.40966691
10-2014-0732,SANT MARTI,el Besòs i el Maresme,PLAÇA,GERMANS SERRA,1,3,,,,,,D,2,1,2.212668493,41.41695776
10-2014-0733,SANT MARTI,el Besòs i el Maresme,CARRER,LLULL,1,465,,,,,,,1,4,2.217834589,41.41317344
10-2014-0734,SANT MARTI,el Besòs i el Maresme,PLAÇA,GERMANS SERRA,1,3,,,,,,,9,3,2.212668493,41.41695776
03-2014-0635,SANTS-MONTJUÏC,Sants,CARRER,SOCORS,1,21,,,,,,,4,5,2.130548292,41.37666946
10-2014-0735,SANT MARTI,el Besòs i el Maresme,RAMBLA,PRIM,2,32,,,,,,,10,7,2.216609677,41.41373732
10-2014-0736,SANT MARTI,el Besòs i el Maresme,CARRER,CRISTOBAL DE MOURA,1,229,,,,,,,3,4,2.21340907,41.41645862
10-2014-0737,SANT MARTI,el Besòs i el Maresme,RAMBLA,PRIM,1,35,,,,,,,EN,1,2.216650192,41.41291869
10-2014-0738,SANT MARTI,el Besòs i el Maresme,RAMBLA,PRIM,1,37,,,,,,,EN,2,2.216343971,41.41315118
10-2014-0739,SANT MARTI,el Besòs i el Maresme,CARRER,EPIR,2,4,,,,,,,BJ,4,2.21879122,41.41439223
02-2014-0392,L'EIXAMPLE,la Sagrada Família,CARRER,LEPANT,1,279,,,,,,,5,2,2.175826661,41.4049478
07-2014-0325,HORTA-GUINARDÓ,el Baix Guinardó,PASSATGE,REDEMPTOR,1,5,,,,,,,BJ,,2.162549845,41.41341318
03-2014-0219,SANTS-MONTJUÏC,el Poble Sec,CARRER,FONT HONRADA,2,6,,,,,,,1,1,2.155802504,41.37430948
02-2014-1017,L'EIXAMPLE,la Dreta de l'Eixample,PASSEIG,GRACIA,1,51,,,,,,,1,1A,2.164177971,41.39233147
01-2014-0249,CIUTAT VELLA,el Barri Gòtic,CARRER,PORTAFERRISSA,1,27,,,,,,,4,,2.173982022,41.38404053
01-2014-0250,CIUTAT VELLA,el Barri Gòtic,CARRER,PORTAFERRISSA,1,27,,,,,,,3,,2.173982022,41.38404053
05-2014-0062,SARRIA-SANT GERVASI,el Putxet i el Farró,CARRER,SANT MAGI,1,7,,,,,,,BJ,,2.148728281,41.40476327
02-2014-0213,L'EIXAMPLE,la Dreta de l'Eixample,CARRER,TRAFALGAR,1,9,,,,,,,PR,1,2.174607171,41.38905893
09-2014-0304,SANT ANDREU,Sant Andreu,CARRER,IGNASI IGLESIAS,2,110,,,,,,,2,3,2.185679506,41.43393546
06-2014-0281,GRACIA,la Vila de Gràcia,CARRER,JOSEP TORRES,2,26,,,,,,,4,2,2.162078647,41.40112223
05-2014-0197,SARRIA-SANT GERVASI,Sant Gervasi - Galvany,CARRER,TUSET,1,13,,,,,,,SA,EX,2.151703194,41.39598525
02-2014-1149,L'EIXAMPLE,l'Antiga Esquerra de l'Eixample,CARRER,ARIBAU,2,106,,,,,,,3,1,2.156878698,41.39038832
03-2014-0767,SANTS-MONTJUÏC,Sants,CARRER,ANTONI DE CAPMANY,1,81,,83,,,,B,EN,3,2.134376515,41.37463628
06-2014-0723,GRACIA,Vallcarca i els Penitents,CARRER,SANT EUDALD,2,4,,,,,,,1,,2.145139152,41.41350597
06-2014-0725,GRACIA,Vallcarca i els Penitents,CARRER,SANT EUDALD,2,4,,,,,,,2,,2.145139152,41.41350597
02-2014-0275,L'EIXAMPLE,l'Antiga Esquerra de l'Eixample,CARRER,MUNTANER,2,118,,,,,,,2,1,2.155891139,41.38942426
10-2014-0151,SANT MARTI,el Poblenou,PASSATGE,MAS DE RODA,2,26,,,,,,B,1,6,2.200504214,41.39709544
02-2014-1433,L'EIXAMPLE,la Dreta de l'Eixample,CARRER,AUSIAS MARC,2,24,,,,,,,3,2,2.175427038,41.3910657
02-2014-1435,L'EIXAMPLE,la Sagrada Família,CARRER,PROVENÇA,1,529,,,,,,,PR,4,2.179224016,41.40814512
02-2014-1441,L'EIXAMPLE,la Sagrada Família,CARRER,PROVENÇA,1,529,,,,,,,PR,3,2.179224016,41.40814512
02-2014-1442,L'EIXAMPLE,la Sagrada Família,CARRER,PROVENÇA,1,529,,,,,,,PR,1,2.179224016,41.40814512
02-2014-1478,L'EIXAMPLE,la Dreta de l'Eixample,CARRER,ROGER DE FLOR,2,222,B,,,,,,2,1,2.170561643,41.40051841
02-2014-1491,L'EIXAMPLE,la Sagrada Família,CARRER,CARTAGENA,1,271,,,,,,,1,1,2.176906344,41.40907307
10-2014-0416,SANT MARTI,el Poblenou,CARRER,PALLARS,2,322,,324,,,,,BJ,3,2.204695117,41.40622834
10-2014-0418,SANT MARTI,el Poblenou,RAMBLA,POBLENOU,2,16,,,,,,,1,1,2.204907018,41.3984393
03-2014-0442,SANTS-MONTJUÏC,Sants,PASSATGE,SERRA I AROLA,2,14,,,,,,,1,,2.135270191,41.37633685
02-2014-1502,L'EIXAMPLE,la Sagrada Família,CARRER,CARTAGENA,1,221,,,,,,,1,1,2.180429337,41.40641273
10-2014-0420,SANT MARTI,el Poblenou,RAMBLA,POBLENOU,2,16,,,,,,,1,2,2.204907018,41.3984393
02-2014-1506,L'EIXAMPLE,l'Antiga Esquerra de l'Eixample,CARRER,CORSEGA,1,225,,,,,,,6,,2.152973882,41.39186562
02-2014-2072,L'EIXAMPLE,l'Antiga Esquerra de l'Eixample,CARRER,CASANOVA,2,160,,,,,,,4,2,2.153286968,41.39000101
02-2014-0263,L'EIXAMPLE,la Dreta de l'Eixample,AVINGUDA,DIAGONAL,2,392,,,,,,,5,2,2.167674828,41.39881224
03-2014-0184,SANTS-MONTJUÏC,el Poble Sec,CARRER,SALVA,1,1,,,,,,,7,28,2.166803105,41.37460523
06-2014-0295,GRACIA,la Vila de Gràcia,CARRER,BRUNIQUER,1,65,,,,,,,3,,2.162303607,41.40573161
02-2014-1395,L'EIXAMPLE,la Sagrada Família,CARRER,SARDENYA,2,306,,,,,,,3,,2.174859382,41.40238019
07-2014-0162,HORTA-GUINARDÓ,el Guinardó,CARRER,TEODOR LLORENTE,1,1,,5,,,,,EN,1A,2.180193011,41.4191103
07-2014-0163,HORTA-GUINARDÓ,el Guinardó,CARRER,TEODOR LLORENTE,1,1,,5,,,,,EN,1B,2.180193011,41.4191103
10-2014-0479,SANT MARTI,el Poblenou,CARRER,FERROCARRIL,1,27,,,,,,,1,4,2.207070421,41.3988077
02-2014-1695,L'EIXAMPLE,la Dreta de l'Eixample,CARRER,MALLORCA,2,266,,,,,,,3,1,2.163814628,41.39464448
05-2014-0250,SARRIA-SANT GERVASI,Sant Gervasi - Galvany,CARRER,ARIBAU,2,228,,,,,,E,2,2,2.150536157,41.39517058
05-2014-0251,SARRIA-SANT GERVASI,Sant Gervasi - Galvany,CARRER,ARIBAU,2,226,,,,,,E,1,1,2.150536157,41.39517058
06-2014-0422,GRACIA,la Vila de Gràcia,CARRER,GRAN DE GRACIA,2,200,,,,,,,2,2,2.152124205,41.40369387
02-2014-1707,L'EIXAMPLE,el Fort Pienc,GRAN VIA,CORTS CATALANES,2,732,,,,,,,6,1,2.178597091,41.39684938
02-2014-1713,L'EIXAMPLE,la Nova Esquerra de l'Eixample,CARRER,CALABRIA,1,281,,,,,,B,6,4,2.144001224,41.3878736
02-2014-1748,L'EIXAMPLE,la Sagrada Família,CARRER,CORSEGA,2,518,,,,,,,4,3,2.17133158,41.40542326
10-2014-0696,SANT MARTI,el Besòs i el Maresme,CARRER,MOGENT,2,6,,,,,,,1,2,2.214598095,41.41559259
02-2014-0443,L'EIXAMPLE,la Nova Esquerra de l'Eixample,CARRER,ENTENÇA,1,113,,,,,,,1,3,2.148775137,41.38086927
10-2014-0241,SANT MARTI,el Poblenou,PASSEIG,CALVELL,1,45,,,,,,D,5,3,2.20760134,41.39891663
10-2014-0242,SANT MARTI,el Poblenou,PASSEIG,CALVELL,1,45,,,,,,D,5,2,2.20760134,41.39891663
10-2014-0243,SANT MARTI,el Poblenou,PASSEIG,CALVELL,1,45,,,,,,D,1,2,2.20760134,41.39891663
10-2014-0244,SANT MARTI,el Poblenou,PASSEIG,CALVELL,1,45,,,,,,B,2,1,2.20760134,41.39891663
10-2014-0245,SANT MARTI,el Poblenou,PASSEIG,CALVELL,1,45,,,,,,B,2,3,2.20760134,41.39891663
07-2014-0092,HORTA-GUINARDÓ,el Guinardó,PASSATGE,FLAUGIER,2,12,,,,,,,BJ,2,2.177964766,41.41479269
01-2014-0251,CIUTAT VELLA,el Barri Gòtic,CARRER,PORTAFERRISSA,1,27,,,,,,,PR,,2.173982022,41.38404053
02-2014-1065,L'EIXAMPLE,la Nova Esquerra de l'Eixample,CARRER,ENTENÇA,2,174,,,,,,,PR,,2.145289769,41.38377736
02-2014-1264,L'EIXAMPLE,la Dreta de l'Eixample,CARRER,DIPUTACIO,2,294,,,,,,,3,1,2.170578246,41.39291328
02-2014-1268,L'EIXAMPLE,el Fort Pienc,CARRER,ALI BEI,2,22,,,,,,,3,3,2.179912236,41.39273726
02-2014-1271,L'EIXAMPLE,la Dreta de l'Eixample,CARRER,ARAGO,1,231,,,,,,,1,B,2.162084401,41.39026426
06-2014-0096,GRACIA,la Vila de Gràcia,CARRER,GRANJA,1,13,,,,,,,2,2,2.154428836,41.40827506
07-2014-0286,HORTA-GUINARDÓ,la Vall d'Hebron,PLAÇA,JOSEP PALLACH,1,5,,,,,,,3,2,2.149992073,41.43362987
06-2014-0237,GRACIA,la Vila de Gràcia,AVINGUDA,DIAGONAL,2,478,,,,,,,2,2,2.155906356,41.39587235
06-2014-0238,GRACIA,la Vila de Gràcia,AVINGUDA,DIAGONAL,2,478,,,,,,,3,1,2.155906356,41.39587235
06-2014-0239,GRACIA,la Vila de Gràcia,AVINGUDA,DIAGONAL,2,478,,,,,,,3,2,2.155906356,41.39587235
06-2014-0240,GRACIA,la Vila de Gràcia,AVINGUDA,DIAGONAL,2,478,,,,,,,4,1,2.155906356,41.39587235
06-2014-0241,GRACIA,la Vila de Gràcia,AVINGUDA,DIAGONAL,2,478,,,,,,,4,2,2.155906356,41.39587235
06-2014-0242,GRACIA,la Vila de Gràcia,AVINGUDA,DIAGONAL,2,478,,,,,,,5,1,2.155906356,41.39587235
06-2014-0243,GRACIA,la Vila de Gràcia,AVINGUDA,DIAGONAL,2,478,,,,,,,5,2,2.155906356,41.39587235
04-2014-0232,LES CORTS,les Corts,CARRER,MARQUES DE SENTMENAT,2,28,,,,,,,6,1,2.136415625,41.38475352
06-2014-0229,GRACIA,la Vila de Gràcia,CARRER,BRUNIQUER,1,51,,,,,,,2,3,2.161884851,41.40547429
03-2014-0153,SANTS-MONTJUÏC,Sants,CARRER,VALLADOLID,1,19,,,,,,,3,1,2.136215134,41.37778606
02-2014-0401,L'EIXAMPLE,la Dreta de l'Eixample,CARRER,NAPOLS,1,195,,,,,,,AT,3,2.174641576,41.3988434
03-2014-0155,SANTS-MONTJUÏC,el Poble Sec,AVINGUDA,PARAL.LEL,1,131,,,,,,B,1,1,2.159491188,41.37480771
03-2014-0156,SANTS-MONTJUÏC,el Poble Sec,CARRER,MARGARIT,2,52,,,,,,,PR,2,2.163104835,41.37254978
02-2014-0403,L'EIXAMPLE,la Nova Esquerra de l'Eixample,CARRER,ARAGO,1,85,,,,,,,PR,4,2.150860256,41.3817621
02-2014-0849,L'EIXAMPLE,el Fort Pienc,CARRER,DIPUTACIO,2,470,,,,,,,AT,1,2.182207469,41.40157692
02-2014-0851,L'EIXAMPLE,el Fort Pienc,CARRER,DIPUTACIO,2,470,,,,,,,3,1,2.182207469,41.40157692
02-2014-0853,L'EIXAMPLE,el Fort Pienc,CARRER,DIPUTACIO,2,470,,,,,,,PR,2,2.182207469,41.40157692
02-2014-0854,L'EIXAMPLE,el Fort Pienc,CARRER,DIPUTACIO,2,470,,,,,,,5,3,2.182207469,41.40157692
10-2014-0364,SANT MARTI,el Camp de l'Arpa del Clot,CARRER,INDUSTRIA,2,208,,,,,,,6,4,2.177244309,41.41155915
02-2014-1507,L'EIXAMPLE,l'Antiga Esquerra de l'Eixample,CARRER,CORSEGA,1,225,,,,,,,1,,2.152973882,41.39186562
02-2014-1511,L'EIXAMPLE,l'Antiga Esquerra de l'Eixample,CARRER,CORSEGA,1,225,,,,,,,PR,,2.152973882,41.39186562
10-2014-0425,SANT MARTI,el Poblenou,RAMBLA,POBLENOU,2,16,,,,,,,1,3,2.204907018,41.3984393
02-2014-1513,L'EIXAMPLE,l'Antiga Esquerra de l'Eixample,CARRER,CORSEGA,1,225,,,,,,,5,,2.152973882,41.39186562
10-2014-0427,SANT MARTI,el Poblenou,RAMBLA,POBLENOU,2,16,,,,,,,1,4,2.204907018,41.3984393
02-2014-1515,L'EIXAMPLE,l'Antiga Esquerra de l'Eixample,CARRER,CORSEGA,1,225,,,,,,,4,2,2.152973882,41.39186562
02-2014-1517,L'EIXAMPLE,l'Antiga Esquerra de l'Eixample,CARRER,CORSEGA,1,225,,,,,,,3,2,2.152973882,41.39186562
02-2014-1518,L'EIXAMPLE,l'Antiga Esquerra de l'Eixample,CARRER,CORSEGA,1,225,,,,,,,3,1,2.152973882,41.39186562
10-2014-0428,SANT MARTI,el Poblenou,RAMBLA,POBLENOU,2,16,,,,,,,1,5,2.204907018,41.3984393
02-2014-1520,L'EIXAMPLE,l'Antiga Esquerra de l'Eixample,CARRER,CORSEGA,1,225,,,,,,,2,2,2.152973882,41.39186562
03-2014-0802,SANTS-MONTJUÏC,Sants,CARRER,RIERA DE TENA,1,37,,,,,,,BJ,2,2.133503395,41.37176322
03-2014-0803,SANTS-MONTJUÏC,Sants,CARRER,RIERA DE TENA,1,37,,,,,,,3,,2.133503395,41.37176322
03-2014-0804,SANTS-MONTJUÏC,Sants,CARRER,RIERA DE TENA,1,37,,,,,,,2,,2.133503395,41.37176322
04-2014-0362,LES CORTS,la Maternitat i Sant Ramon,CARRER,BENAVENT,1,3,,,,,,,1,3,2.125466026,41.37766221
03-2014-0130,SANTS-MONTJUÏC,el Poble Sec,CARRER,CABANES,2,46,,,,,,,BJ,1,2.169537803,41.37234388
02-2014-0600,L'EIXAMPLE,la Sagrada Família,CARRER,CONSELL DE CENT,2,534,,,,,,3,1,B,2.181514064,41.40281703
10-2014-0405,SANT MARTI,la Verneda i la Pau,CARRER,PUIGCERDA,1,273,,275,,,,,EN,5B,2.201947034,41.42088881
07-2014-0164,HORTA-GUINARDÓ,el Baix Guinardó,CARRER,CASTILLEJOS,1,395,,,,,,,PR,3,2.170780438,41.41209923
03-2014-0431,SANTS-MONTJUÏC,la Font de la Guatlla,GRAN VIA,CORTS CATALANES,2,192,,,,,,A,3,1,2.14076347,41.36840397
02-2014-1752,L'EIXAMPLE,la Sagrada Família,CARRER,CORSEGA,2,518,,,,,,,3,1,2.17133158,41.40542326
02-2014-1755,L'EIXAMPLE,la Sagrada Família,CARRER,CORSEGA,2,518,,,,,,,3,2,2.17133158,41.40542326
02-2014-1756,L'EIXAMPLE,la Sagrada Família,CARRER,CORSEGA,2,518,,,,,,,3,3,2.17133158,41.40542326
02-2014-1758,L'EIXAMPLE,la Sagrada Família,CARRER,CORSEGA,2,518,,,,,,,3,4,2.17133158,41.40542326
02-2014-1761,L'EIXAMPLE,la Sagrada Família,CARRER,CORSEGA,2,518,,,,,,,BJ,1,2.17133158,41.40542326
02-2014-1764,L'EIXAMPLE,la Dreta de l'Eixample,CARRER,DIPUTACIO,2,354,,,,,,,5,2,2.175985504,41.39696747
02-2014-1766,L'EIXAMPLE,la Dreta de l'Eixample,CARRER,DIPUTACIO,2,354,,,,,,,5,1,2.175985504,41.39696747
02-2014-1769,L'EIXAMPLE,la Dreta de l'Eixample,CARRER,DIPUTACIO,2,354,,,,,,,1,2,2.175985504,41.39696747
02-2014-1771,L'EIXAMPLE,la Dreta de l'Eixample,CARRER,DIPUTACIO,2,354,,,,,,,3,1,2.175985504,41.39696747
02-2014-1774,L'EIXAMPLE,la Dreta de l'Eixample,CARRER,DIPUTACIO,2,354,,,,,,,4,2,2.175985504,41.39696747
02-2014-1785,L'EIXAMPLE,la Sagrada Família,AVINGUDA,GAUDI,1,45,,,,,,,3,3,2.174230364,41.40742886
10-2014-0502,SANT MARTI,el Camp de l'Arpa del Clot,CARRER,INDUSTRIA,1,207,,,,,,,4,2,2.176977407,41.41163491
06-2014-0612,GRACIA,la Vila de Gràcia,CARRER,SANT DOMENEC,1,9,,,,,,,PR,1,2.156499909,41.39987503
06-2014-0613,GRACIA,la Vila de Gràcia,CARRER,SANT DOMENEC,1,9,,,,,,,PR,2,2.156499909,41.39987503
06-2014-0614,GRACIA,la Vila de Gràcia,CARRER,SANT DOMENEC,1,9,,,,,,,1,1,2.156499909,41.39987503
06-2014-0615,GRACIA,la Vila de Gràcia,CARRER,SANT DOMENEC,1,9,,,,,,,1,2,2.156499909,41.39987503
04-2014-0395,LES CORTS,les Corts,CARRER,BERLIN,1,51,,,,,,,3,1,2.13857357,41.38314543
10-2014-0800,SANT MARTI,la Verneda i la Pau,CARRER,CA N'OLIVA,1,43,,47,,,,,11,1,2.206202647,41.42278185
05-2014-0440,SARRIA-SANT GERVASI,Sant Gervasi - la Bonanova,CARRER,CAMP,2,52,,56,,,,,3,3,2.136402005,41.40332989
05-2014-0095,SARRIA-SANT GERVASI,el Putxet i el Farró,CARRER,BERTRAN,2,156,,,,,,,1,3,2.139717751,41.4106631
05-2014-0096,SARRIA-SANT GERVASI,el Putxet i el Farró,CARRER,BERTRAN,2,156,,,,,,,1,2,2.139717751,41.4106631
01-2014-0152,CIUTAT VELLA,la Barceloneta,CARRER,SAFAREIGS,1,15,,,,,,,1,,2.189134835,41.38115457
01-2014-0153,CIUTAT VELLA,la Barceloneta,CARRER,SAFAREIGS,1,15,,,,,,,2,,2.189134835,41.38115457
07-2014-0093,HORTA-GUINARDÓ,el Guinardó,PASSATGE,FLAUGIER,2,12,,,,,,,3,3,2.177964766,41.41479269
05-2014-0076,SARRIA-SANT GERVASI,el Putxet i el Farró,CARRER,BALMES,2,382,,384,,,,,1,1,2.140059426,41.40494464
05-2014-0077,SARRIA-SANT GERVASI,el Putxet i el Farró,CARRER,BALMES,2,382,,384,,,,,1,2,2.140059426,41.40494464
02-2014-1117,L'EIXAMPLE,la Dreta de l'Eixample,CARRER,PAU CLARIS,2,104,,,,,,,EN,1,2.169283195,41.39122766
10-2014-0356,SANT MARTI,el Camp de l'Arpa del Clot,CARRER,ROGENT,2,100,,,,,,,3,2,2.182630626,41.4108004
02-2014-1140,L'EIXAMPLE,la Dreta de l'Eixample,CARRER,BAILEN,2,22,,,,,,,4,1A,2.176293108,41.39276599
02-2014-1141,L'EIXAMPLE,la Dreta de l'Eixample,CARRER,BAILEN,2,22,,,,,,,4,1B,2.176293108,41.39276599
02-2014-1142,L'EIXAMPLE,la Dreta de l'Eixample,CARRER,BAILEN,2,22,,,,,,,2,1A,2.176293108,41.39276599
02-2014-1143,L'EIXAMPLE,la Dreta de l'Eixample,CARRER,BAILEN,2,22,,,,,,,PR,2,2.176293108,41.39276599
02-2014-1145,L'EIXAMPLE,la Dreta de l'Eixample,CARRER,BAILEN,2,22,,,,,,,AT,2,2.176293108,41.39276599
02-2014-2227,L'EIXAMPLE,l'Antiga Esquerra de l'Eixample,CARRER,ROSSELLO,1,219,,,,,,,3,2,2.157033716,41.39320651
03-2014-0626,SANTS-MONTJUÏC,el Poble Sec,CARRER,FONTRODONA,2,32,,,,,,,3,1,2.167005721,41.37323989
03-2014-0625,SANTS-MONTJUÏC,Sants,CARRER,JOCS FLORALS,2,106,,,,,,,1,1,2.135552197,41.37222377
03-2014-0627,SANTS-MONTJUÏC,el Poble Sec,CARRER,FONTRODONA,2,32,,,,,,,2,1,2.167005721,41.37323989
08-2014-0141,NOU BARRIS,la Prosperitat,CARRER,SANTA ENGRACIA,2,68,,,,,,,AT,,2.178610175,41.4409005
02-2014-0592,L'EIXAMPLE,la Dreta de l'Eixample,CARRER,ARAGO,2,364,,,,,,,3,,2.171655481,41.39706424
02-2014-0603,L'EIXAMPLE,la Dreta de l'Eixample,CARRER,ROSSELLO,2,296,,,,,,,4,2,2.166668115,41.40018303
03-2014-0301,SANTS-MONTJUÏC,el Poble Sec,CARRER,RADAS,2,10,,,,,,,AT,,2.160823213,41.37352857
07-2014-0114,HORTA-GUINARDÓ,el Baix Guinardó,TRAVESSERA,GRACIA,2,314,,,,,,,AT,3,2.168331862,41.40779874
03-2014-0302,SANTS-MONTJUÏC,el Poble Sec,CARRER,SALVA,2,64,,,,,,,1,2,2.165131657,41.37216851
02-2014-0895,L'EIXAMPLE,la Dreta de l'Eixample,CARRER,PELAI,1,9,,,,H3,,,3,2,2.166531211,41.38585717
02-2014-0896,L'EIXAMPLE,la Dreta de l'Eixample,CARRER,PELAI,1,9,,,,H2,,,3,2,2.166531211,41.38585717
02-2014-0243,L'EIXAMPLE,la Dreta de l'Eixample,RONDA,UNIVERSITAT,1,13,,,,,,,AT,,2.165787366,41.38651131
02-2014-0488,L'EIXAMPLE,la Dreta de l'Eixample,CARRER,TRAFALGAR,1,33,,,,,,,2,3,2.176786013,41.38978176
02-2014-0489,L'EIXAMPLE,la Dreta de l'Eixample,CARRER,TRAFALGAR,1,33,,,,,,,3,1,2.176786013,41.38978176
02-2014-0490,L'EIXAMPLE,la Dreta de l'Eixample,CARRER,TRAFALGAR,1,33,,,,,,,3,2,2.176786013,41.38978176
